id,ticker,name,sector,probability,up,down
290,LMT,Lockheed Martin,Industrials,0.5124,1.01,0.9904
20,ALGN,Align Technology,Health Care,0.5116,1.02,0.9796
312,MGM,MGM Resorts International,Consumer Discretionary,0.5243,1.02,0.9791
484,WM,Waste Management,Industrials,0.5442,1.008,0.9918
81,BF.B,Brown–Forman,Consumer Staples,0.5283,1.01,0.9895
340,NOC,Northrop Grumman,Industrials,0.5131,1.011,0.9893
187,EXR,Extra Space Storage,Real Estate,0.5339,1.011,0.9891
213,GD,General Dynamics,Industrials,0.5355,1.01,0.9891
329,NFLX,Netflix,Communication Services,0.5068,1.018,0.9831
398,RMD,ResMed,Health Care,0.5562,1.012,0.9875
344,NUE,Nucor,Materials,0.5131,1.017,0.9839
346,NVR,NVR,Consumer Discretionary,0.5378,1.013,0.9855
189,FFIV,F5 Networks,Information Technology,0.5195,1.013,0.9869
9,ADBE,Adobe,Information Technology,0.5633,1.013,0.985
227,HSIC,Henry Schein,Health Care,0.5291,1.012,0.9869
294,LYB,LyondellBasell,Materials,0.4869,1.017,0.9843
109,CI,Cigna,Health Care,0.5227,1.013,0.987
409,STX,Seagate Technology,Information Technology,0.5339,1.016,0.9828
481,WAB,Wabtec,Industrials,0.5251,1.015,0.9846
445,DIS,The Walt Disney Company,Communication Services,0.4892,1.012,0.988
466,UHS,Universal Health Services,Health Care,0.5203,1.014,0.9861
249,INTC,Intel,Information Technology,0.5068,1.013,0.986
383,PSA,Public Storage,Real Estate,0.5315,1.009,0.9902
395,REGN,Regeneron Pharmaceuticals,Health Care,0.5036,1.014,0.9874
372,PNC,PNC Financial Services,Financials,0.5251,1.012,0.9869
241,IBM,IBM,Information Technology,0.5227,1.01,0.9892
401,ROL,Rollins,Industrials,0.5466,1.011,0.9885
88,KMX,CarMax,Consumer Discretionary,0.5147,1.016,0.9838
209,GPS,Gap,Consumer Discretionary,0.5052,1.023,0.976
120,CTSH,Cognizant Technology Solutions,Information Technology,0.506,1.011,0.9886
498,XEL,Xcel Energy,Utilities,0.5418,1.009,0.9907
323,MCO,Moody's Corporation,Financials,0.5418,1.011,0.9879
260,JBHT,J. B. Hunt,Industrials,0.5283,1.012,0.9873
297,MPC,Marathon Petroleum,Energy,0.5203,1.018,0.9824
24,GOOGL,Alphabet (Class A),Communication Services,0.5219,1.012,0.9882
8,ADM,ADM,Consumer Staples,0.5474,1.01,0.9891
37,ABC,AmerisourceBergen,Health Care,0.5355,1.012,0.9873
83,CDNS,Cadence Design Systems,Information Technology,0.5506,1.014,0.9857
201,F,Ford,Consumer Discretionary,0.4932,1.017,0.9837
121,CL,Colgate-Palmolive,Consumer Staples,0.5179,1.008,0.9921
311,MTD,Mettler Toledo,Health Care,0.5386,1.012,0.9874
281,LW,Lamb Weston,Consumer Staples,0.5259,1.013,0.9867
14,A,Agilent Technologies,Health Care,0.5426,1.011,0.9881
464,URI,United Rentals,Industrials,0.5171,1.02,0.981
491,WU,Western Union,Information Technology,0.5155,1.011,0.9879
386,QRVO,Qorvo,Information Technology,0.5116,1.017,0.9832
433,TEL,TE Connectivity,Information Technology,0.5251,1.012,0.9871
447,TJX,TJX Companies,Consumer Discretionary,0.5251,1.013,0.9877
314,MU,Micron Technology,Information Technology,0.502,1.02,0.9808
357,PKG,Packaging Corporation of America,Materials,0.5124,1.012,0.9877
461,UNP,Union Pacific,Industrials,0.5347,1.011,0.9883
480,GWW,W. W. Grainger,Industrials,0.5347,1.012,0.9879
334,NEE,NextEra Energy,Utilities,0.5514,1.01,0.9898
403,ROST,Ross Stores,Consumer Discretionary,0.5299,1.014,0.9854
174,EOG,EOG Resources,Energy,0.4908,1.02,0.9816
322,MNST,Monster Beverage,Consumer Staples,0.5283,1.011,0.989
269,K,Kellogg's,Consumer Staples,0.5331,1.009,0.9903
315,MSFT,Microsoft,Information Technology,0.557,1.011,0.9886
