id,ticker,name,sector,probability,up,down
213,GD,General Dynamics,Industrials,0.5057,1.01,0.9901
329,NFLX,Netflix,Communication Services,0.5003,1.018,0.9827
398,RMD,ResMed,Health Care,0.5042,1.012,0.9886
344,NUE,Nucor,Materials,0.5007,1.017,0.9835
346,NVR,NVR,Consumer Discretionary,0.5029,1.013,0.987
189,FFIV,F5 Networks,Information Technology,0.5033,1.013,0.9876
9,ADBE,Adobe,Information Technology,0.5031,1.013,0.9873
227,HSIC,Henry Schein,Health Care,0.5036,1.012,0.988
294,LYB,LyondellBasell,Materials,0.5008,1.017,0.9837
109,CI,Cigna,Health Care,0.503,1.013,0.9872
409,STX,Seagate Technology,Information Technology,0.5012,1.016,0.9845
481,WAB,Wabtec,Industrials,0.5019,1.015,0.9856
445,DIS,The Walt Disney Company,Communication Services,0.5035,1.012,0.9878
453,TWTR,Twitter,Communication Services,0.4989,1.02,0.98
466,UHS,Universal Health Services,Health Care,0.5026,1.014,0.9866
249,INTC,Intel,Information Technology,0.5029,1.013,0.987
383,PSA,Public Storage,Real Estate,0.5065,1.009,0.9908
395,REGN,Regeneron Pharmaceuticals,Health Care,0.5025,1.014,0.9864
372,PNC,PNC Financial Services,Financials,0.5035,1.012,0.9878
241,IBM,IBM,Information Technology,0.5058,1.01,0.9902
401,ROL,Rollins,Industrials,0.505,1.011,0.9895
88,KMX,CarMax,Consumer Discretionary,0.5013,1.016,0.9845
209,GPS,Gap,Consumer Discretionary,0.4979,1.023,0.9775
120,CTSH,Cognizant Technology Solutions,Information Technology,0.5046,1.011,0.989
498,XEL,Xcel Energy,Utilities,0.5073,1.009,0.9915
323,MCO,Moody's Corporation,Financials,0.5043,1.011,0.9887
260,JBHT,J. B. Hunt,Industrials,0.5036,1.012,0.988
297,MPC,Marathon Petroleum,Energy,0.5002,1.018,0.9826
24,GOOGL,Alphabet (Class A),Communication Services,0.5039,1.012,0.9883
8,ADM,ADM,Consumer Staples,0.5052,1.01,0.9897
37,ABC,AmerisourceBergen,Health Care,0.5037,1.012,0.9881
83,CDNS,Cadence Design Systems,Information Technology,0.5024,1.014,0.9863
190,FB,Facebook,Communication Services,0.5024,1.014,0.9863
201,F,Ford,Consumer Discretionary,0.5005,1.017,0.9831
99,CDAY,Ceridian,Information Technology,0.4996,1.019,0.9813
121,CL,Colgate-Palmolive,Consumer Staples,0.5088,1.008,0.9925
311,MTD,Mettler Toledo,Health Care,0.5035,1.012,0.9878
281,LW,Lamb Weston,Consumer Staples,0.5029,1.013,0.9871
14,A,Agilent Technologies,Health Care,0.5043,1.011,0.9887
464,URI,United Rentals,Industrials,0.4993,1.02,0.9809
491,WU,Western Union,Information Technology,0.5045,1.011,0.989
386,QRVO,Qorvo,Information Technology,0.5005,1.017,0.9832
433,TEL,TE Connectivity,Information Technology,0.5036,1.012,0.988
447,TJX,TJX Companies,Consumer Discretionary,0.5033,1.013,0.9876
314,MU,Micron Technology,Information Technology,0.4992,1.02,0.9805
357,PKG,Packaging Corporation of America,Materials,0.5038,1.012,0.9881
461,UNP,Union Pacific,Industrials,0.5046,1.011,0.9891
480,GWW,W. W. Grainger,Industrials,0.5037,1.012,0.988
334,NEE,NextEra Energy,Utilities,0.506,1.01,0.9905
403,ROST,Ross Stores,Consumer Discretionary,0.5023,1.014,0.9862
174,EOG,EOG Resources,Energy,0.4991,1.02,0.9803
496,WLTW,Willis Towers Watson,Financials,0.5062,1.009,0.9906
322,MNST,Monster Beverage,Consumer Staples,0.5048,1.011,0.9893
269,K,Kellogg's,Consumer Staples,0.5071,1.009,0.9913
315,MSFT,Microsoft,Information Technology,0.5049,1.011,0.9894
123,CMA,Comerica,Financials,0.5012,1.016,0.9843
305,MKC,McCormick & Company,Consumer Staples,0.5066,1.009,0.991
423,SYK,Stryker Corporation,Health Care,0.5042,1.011,0.9887
497,WYNN,Wynn Resorts,Consumer Discretionary,0.4977,1.023,0.977
32,AXP,American Express,Financials,0.5027,1.013,0.9868
197,FE,FirstEnergy,Utilities,0.5066,1.009,0.9909
233,HON,Honeywell,Industrials,0.5056,1.01,0.9901
196,FRC,First Republic Bank,Financials,0.5033,1.013,0.9876
320,MDLZ,Mondelez International,Consumer Staples,0.5085,1.008,0.9923
408,SLB,Schlumberger,Energy,0.4991,1.02,0.9805
471,VZ,Verizon Communications,Communication Services,0.509,1.007,0.9926
324,MS,Morgan Stanley,Financials,0.5025,1.014,0.9865
210,GRMN,Garmin,Consumer Discretionary,0.5048,1.011,0.9893
151,DISH,Dish Network,Communication Services,0.4996,1.019,0.9815
505,ZTS,Zoetis,Health Care,0.5049,1.011,0.9894
239,HBAN,Huntington Bancshares,Financials,0.5019,1.015,0.9856
54,ADSK,Autodesk,Information Technology,0.5012,1.016,0.9844
63,BAX,Baxter International,Health Care,0.5067,1.009,0.991
191,FAST,Fastenal,Industrials,0.5045,1.011,0.989
91,CTLT,Catalent,Health Care,0.5014,1.015,0.9848
205,FOXA,Fox Corporation (Class A),Communication Services,0.503,1.013,0.9872
244,INFO,IHS Markit,Industrials,0.5061,1.01,0.9906
327,NDAQ,Nasdaq,Financials,0.5058,1.01,0.9903
